,text,verbose label,course label,fine label
4235,Hur många språk talar påven?,NUM:count,3,38
4236,Vilken vik skiljer Marylands östra och västra stränder?,LOC:other,4,35
4237,Vad heter sångaren Madonna på riktigt?,HUM:ind,5,30
4238,"Vilken fransman hävdade följande? Om Gud inte fanns skulle det vara nödvändigt att uppfinna honom. """,HUM:ind,5,30
4239,Vilken färg hade Ernest Hemingways ögon?,ENTY:color,2,8
4240,"Vad är ursprunget till uttrycket ""ord av fyra bokstäver""?",DESC:desc,0,3
4241,Vem var den första kvinnan i rymden?,HUM:ind,5,30
4242,Vilket är det enda djuret som kan vända magen in och ut?,ENTY:animal,2,6
4243,Vilken professionell idrottsliga gav upphov till collegeutkastet?,HUM:gr,5,29
4244,Vad är skillnaden mellan en styrelse och en rådgivande styrelse?,DESC:desc,0,3
4245,Vem upptäckte imaginära siffror?,HUM:ind,5,30
4246,Vem gör Simpsons röster?,HUM:ind,5,30
4247,Hur många meter högt är hindret framför en löpares vattenhopp?,NUM:count,3,38
4248,Vilken religion har flest medlemmar?,ENTY:religion,2,20
4249,Hur många kalorier finns det i ett glas vatten?,NUM:count,3,38
4250,Vem är den rikaste personen i världen utan att äga ett företag?,HUM:ind,5,30
4251,Vad är SVHS?,ABBR:exp,1,1
4252,Vad är den kemiska reaktiviteten hos neon?,NUM:other,3,43
4253,Var hittar jag information om Alexander Mackenzie?,LOC:other,4,35
4254,Vad är det kulturella ursprunget till ceremonin för potlatch?,DESC:desc,0,3
4255,Vilken stad i Georgia fördömde Scarlett O'Hara att vara full av påträngande människor?,LOC:city,4,32
4256,Hur många länder tittar på MTV Europe?,NUM:count,3,38
4257,Vad är SAP?,ABBR:exp,1,1
4258,Vilket lager av atmosfären innehåller det mesta av ozonskiktet?,ENTY:other,2,17
4259,Vad är flygplatskoden för Los Angeles International?,NUM:code,3,37
4260,"Vad var anspråket till berömmelse för Explorer I, som lanserades den 1 februari 1958?",DESC:reason,0,5
4261,"I låten ""Yankee Doodle"", varför stack Yankee Doodle en fjäder i mössan och kallade den makaroner?",DESC:reason,0,5
4262,"Vad står bokstäverna CE för på så många produkter, särskilt elektriska, som köpts nu?",ABBR:exp,1,1
4263,Var bodde den riktiga St. Nicholas?,LOC:other,4,35
4264,"Vem tillverkar programvaran ""PhotoShop""?",HUM:gr,5,29
4265,Hur många ögon har en fladdermus?,NUM:count,3,38
4266,Hur säger man 2 på latin?,ENTY:termeq,2,25
4267,Vilket var Dwight Eisenhowers favoritkortspel?,ENTY:sport,2,21
4268,"Vad är det höga ljudet som du hör i örat då och då, men sedan försvinner det efter ett tag?",ENTY:other,2,17
4269,Vad är ursprunget till ordet nevermind?,DESC:desc,0,3
4270,Vem var den andra mannen som gick på månen?,HUM:ind,5,30
4271,Vad är servostyrning?,DESC:def,0,2
4272,Var gick Dikembe Mutombo på college?,LOC:other,4,35
4273,Vilken författare utnämndes till USA:s ambassadör i Spanien 1842?,HUM:ind,5,30
4274,Vilken vattenmassa mynner Yukon River ut i?,LOC:other,4,35
4275,Vem är Westview Highs bandregissör i Funky Winkerbean?,HUM:ind,5,30
4276,Hur andas en kyckling inuti ett ägg?,DESC:manner,0,4
4277,Vad är Mark McGwires e-postadress?,LOC:other,4,35
4278,Hur många pigor mjölkade?,NUM:count,3,38
4279,Kentucky Horse Park ligger nära vilken stad?,LOC:city,4,32
4280,"Vad är den keltiska symbolen för ""liv""?",ENTY:symbol,2,23
4281,Vilken typ av frukt är en gul genomskinlig?,ENTY:food,2,13
4282,Vilken låt satte James Taylor i rampljuset?,ENTY:cremat,2,9
4283,"Vilken dryck består av tequila, apelsinjuice och galliano?",ENTY:food,2,13
4284,Nämn fyra serier om piloter.,ENTY:cremat,2,9
4285,Vilken geologisk tid lever vi i?,NUM:date,3,39
4286,Hur dunkar du?,DESC:manner,0,4
4287,Var ligger det massiva nordkoreanska kärnkomplexet?,LOC:other,4,35
4288,Hur gör växter mat?,DESC:manner,0,4
4289,Var ligger Microsofts huvudkontor?,LOC:other,4,35
4290,Hur byggde Hohenzollerna sin makt runt 17?,DESC:manner,0,4
4291,När var Kinas första kärnvapenprov?,NUM:date,3,39
4292,Vad heter en grupp gäss?,ENTY:animal,2,6
4293,"Varför hette Washington, DC ursprungligen District of Columbia?",DESC:reason,0,5
4294,Hur hittar jag en snowboardwebbplats?,DESC:manner,0,4
4295,Vilken sångares hitlåt inspirerade Dolly Parton Stallone-filmen Rhinestone?,HUM:ind,5,30
4296,Hur mycket kan en person böta för att ha en hund på en strand?,NUM:money,3,41
4297,Varför får film- och TV-stjärnor så mycket betalt?,DESC:reason,0,5
4298,Vad är ett fångvaktarkontrakt?,DESC:def,0,2
4299,Vad gör människor för att förhindra utrotningen av fåglar?,DESC:desc,0,3
4300,Varför är milen 528 fot?,DESC:reason,0,5
4301,Vilken asiatisk bukt blev förstörarna Maddox och C Turner Joy skottskjutna i?,LOC:other,4,35
4302,Hur avlägsnas koldioxid från naturgas?,DESC:manner,0,4
4303,Vem är Edmund Kemper?,HUM:desc,5,28
4304,"Vad var Mao, den kinesiska ledarens, fullständiga namn?",HUM:ind,5,30
4305,När är Dick Clarks födelsedag?,NUM:date,3,39
4306,"Vem är chef för den internationella gruppen som heter Human Genome Organization, HUGO, som försöker samordna genkartningsforskning över hela världen?",HUM:ind,5,30
4307,Vilken radiostation arbetade Paul Harvey för?,HUM:gr,5,29
4308,Vilken karaktär är berättarrösten för Treasure Island?,HUM:ind,5,30
4309,Vad är rätt sätt att förkorta cc. längst ner i ett affärsbrev?,ABBR:abb,1,0
4310,Vem spelade med Charlie Chaplin i Modern Times och The Great Dictator?,HUM:ind,5,30
4311,Vilka sju siffror följer riktnumret i siffran för långväga information?,NUM:code,3,37
4312,Vilken Catch-22-karaktär väljs till borgmästare i ett halvt dussin italienska städer?,HUM:ind,5,30
4313,"Vem bor farbror Duke's flickvän, älskling, med?",HUM:ind,5,30
4314,"Vem var den amerikanska generalen som när han uppmanades att ge upp, svarade: ""Herr, jag har ännu inte börjat slåss.""?",HUM:ind,5,30
4315,När uppfanns streckkoden?,NUM:date,3,39
4316,Vad måste produceras i en skrift av habeas corpus?,ENTY:other,2,17
4317,Vilket lag spelade Babe Ruth sitt första stora ligamatch för?,HUM:gr,5,29
4318,Vilken klass kategoriseras som borgarklassen?,ENTY:other,2,17
4319,Vilken släkting till Leo Tolstoj översatte krig och fred åtta gånger?,HUM:ind,5,30
4320,"Hur fungerar Nintendo ""Zapper""?",DESC:manner,0,4
4321,Hur många kort delas ut till varje spelare i Contract Bridge?,NUM:count,3,38
4322,Vem var den andra personen någonsin som bar Iron Mans rustning?,HUM:ind,5,30
4323,Vad är InterLata Internet-tjänst?,DESC:def,0,2
4324,Vem är regissör och redaktör för filmen Big med Tom Hanks i huvudrollen?,HUM:ind,5,30
4325,"Vad är den ""fjärde dimensionen""?",DESC:def,0,2
4326,Vad är Homelite Inc.-hemsidan?,LOC:other,4,35
4327,Hur gammal var Stevie Wonder när han skrev på med Motown Records?,NUM:period,3,45
4328,"Vad är ""alternativ"" längre?",DESC:def,0,2
4329,Varför kallar de en hamburgare för en hamburgare när det inte finns någon skinka?,DESC:reason,0,5
4330,Vem vann två guldmedaljer i skidåkning vid de olympiska spelen i Calgary?,HUM:ind,5,30
4331,Vilket år grundades företaget Avery Dennison?,NUM:date,3,39
4332,Var rankas USA bland världsländerna i område?,NUM:ord,3,42
4333,Vilka är de fyra järnvägarna i Monopol?,HUM:gr,5,29
4334,Vad heter alla hav i världen och vilka världshav rinner de ut i?,LOC:other,4,35
4335,Vad står BMW för?,ABBR:exp,1,1
4336,Namnge det högsta berget.,LOC:mount,4,34
4337,Vad är en biolog?,DESC:def,0,2
4338,Vilken uppenbarelse gjorde Alexander Butterfield för senatens Watergate-kommitté?,DESC:desc,0,3
4339,På vilken ö finns statyer som heter Mauis?,LOC:other,4,35
4340,Vad är en rädsla för svarta människor?,ENTY:dismed,2,11
4341,Vilken är den mest odlade och ätna maten?,ENTY:food,2,13
4342,Vilken var den värsta orkanen?,ENTY:event,2,12
4343,Hur kan jag komma igång med att skriva för TV?,DESC:manner,0,4
4344,Var föddes Pythagoras?,LOC:other,4,35
4345,Vilken stumfilm från 1927 fick en internationell återuppståndelse 1981?,ENTY:cremat,2,9
4346,Vad är priset för AAA:s ansvarsförsäkring?,NUM:money,3,41
4347,Vad är LMDS?,ABBR:exp,1,1
4348,Vilka är de tio rikaste människorna i världen?,HUM:ind,5,30
4349,Vem är ledaren för Brunei?,HUM:ind,5,30
4350,Vad är Italiens huvudstad?,LOC:city,4,32
4351,Vilket spel spelar Garry Kasparov?,ENTY:sport,2,21
4352,Hur får du en poängsättare att bli röd?,DESC:manner,0,4
4353,Vad finns i Fort Knox som är så värdefullt?,ENTY:other,2,17
4354,Vilken är den största vandringswebbplatsen?,LOC:other,4,35
4355,"Vad är befolkningen i Arcadia, Florida?",NUM:count,3,38
4356,Vilken Stephen King-roman utspelas på en kyrkogård för husdjur?,ENTY:cremat,2,9
4357,Vilka var huvudförfattare för Smothers Brothers Comedy Hour?,HUM:ind,5,30
4358,Vem porträtterade Prewett i From Here to Eternity?,HUM:ind,5,30
4359,Vad var uppföljaren till The Pink Panther?,ENTY:cremat,2,9
4360,Hur många människor bor i städer?,NUM:count,3,38
4361,Hur högt måste ett berg vara för att kallas ett berg?,NUM:dist,3,40
4362,Vilken skotsk poet skrev Till en mus och en lus?,HUM:ind,5,30
4363,Vad heter uppfinnaren av studslera?,HUM:ind,5,30
4364,Vilket hav omger Madeiraöarna?,LOC:other,4,35
4365,Vilken berömd kommunistledare dog i Mexico City?,HUM:ind,5,30
4366,Vad var John Steinbecks reskamrat Charley?,ENTY:other,2,17
4367,Vilka är huvudstäderna i de två stora länderna som ockuperar den iberiska halvön i Europa?,LOC:city,4,32
4368,Hur många minor finns fortfarande i Falklandsöarna efter krigets slut?,NUM:count,3,38
4369,"Hur kan jag komma i kontakt med Michael Moore från ""Roger & Me""?",DESC:manner,0,4
4370,Hur uttalas 'qigong' ordentligt?,DESC:manner,0,4
4371,Hur många liter vatten går över Niagra Falls varje sekund?,NUM:count,3,38
4372,Vad färgar blått lakmuspapper rött?,ENTY:other,2,17
4373,Vem var den första kvinnan som sprang milen på mindre än 436893 minuter?,HUM:ind,5,30
4374,Hur många exemplar av ett album måste säljas för att det ska bli ett guldalbum?,NUM:count,3,38
4375,"Vilket är ""läsken för vuxna""?",ENTY:food,2,13
4376,"Vilken är den enda grönsaken som börjar med ""z""?",ENTY:food,2,13
4377,Vad är en rädsla för maskiner?,ENTY:dismed,2,11
4378,Vem tilldelade The Flying Fickle Finger of Fate?,HUM:ind,5,30
4379,"Vad heter den typiska amerikanska staden i Sinclair Lewis ""Main Street""?",LOC:city,4,32
4380,Vilken kurragömmalek spelas runt en burk?,ENTY:sport,2,21
4381,Vilken är den största staden i Texas?,LOC:city,4,32
4382,"Vilken framtida rådjurjägare skildrade Annie Halls neurotiska bror, Duane?",HUM:ind,5,30
4383,Vilken dryck är den bästa törstsläckaren?,ENTY:food,2,13
4384,Var kan jag få en karta över Preussen på Internet?,LOC:other,4,35
4385,Vad var det längsta kriget i USA: s historia?,ENTY:event,2,12
4386,"Vad är en ""nod"" i datortermer?",DESC:def,0,2
4387,Vilka är de fem rikaste länderna i världen?,LOC:country,4,33
4388,Var ligger McCarren Airport?,LOC:other,4,35
4389,Vilka är de populäraste pojknamnen i USA?,HUM:ind,5,30
4390,Hur många brickor tappade rymdfärjan Columbia vid sin andra flygning?,NUM:count,3,38
4391,Hur många teskedar utgör en matsked?,NUM:count,3,38
4392,Vem var textförfattare och vem var kompositören mellan Gilbert och Sullivan?,HUM:ind,5,30
4393,Vem var Randy Crafts advokat?,HUM:ind,5,30
4394,Vad är ursprunget till ordet Marijuana?,DESC:desc,0,3
4395,Vem var USA: s tredje president?,HUM:ind,5,30
4396,Vilket organ innehåller Langerhansöarna?,ENTY:body,2,7
4397,Namnge Dick Tracys två barn.,HUM:ind,5,30
4398,Vad är en rädsla för poäng?,ENTY:dismed,2,11
4399,Vilken bråkdel av en bävers liv spenderas simmandes?,NUM:perc,3,44
4400,Hur kan SQL-frågor förbättras?,DESC:manner,0,4
4401,Vilken är den mest radioaktiva maten?,ENTY:food,2,13
4402,Vad var det tidigare namnet på Commonwealth?,HUM:gr,5,29
4403,Hur mycket kommer gas att beskattas i Kalifornien år 2000?,NUM:money,3,41
4404,Vem gav kung Arthur rundabordet?,HUM:ind,5,30
4405,Vilken stat i USA täcker det största området?,LOC:state,4,36
4406,Hur gör man ett datorchip?,DESC:manner,0,4
4407,Vem blev presidenten för USA 1789?,HUM:ind,5,30
4408,"Vem skrev ""The Scarlet Letter""?",HUM:ind,5,30
4409,Vem försökte Sara Jane Moore att mörda?,HUM:ind,5,30
4410,Vad är Linux?,DESC:def,0,2
4411,"Hur många punkter utgör symbolen för ""därför""?",NUM:count,3,38
4412,Vilken titel hade Shevardnadze under sovjettiden?,HUM:title,5,31
4413,Vad åt pyramidbyggarna i Egypten främst?,ENTY:food,2,13
4414,Vad är det internationella radiokodordet för bokstaven F?,ENTY:word,2,27
4415,Vilka är de 28 tempus i det engelska språket?,ENTY:other,2,17
4416,Vilken kung undertecknade Magna Carta?,HUM:ind,5,30
4417,Vilken programvara erbjuder uppfinnare användning av CAD-liknande design?,ENTY:cremat,2,9
4418,Vad är agent orange?,DESC:def,0,2
4419,Namnge barnet som lämnades utanför dörren i början av bensingränden.,HUM:ind,5,30
4420,Hur många postnummer finns det i USA?,NUM:count,3,38
4421,Kan du namnge Sarges hund i Beetle Bailey?,ENTY:animal,2,6
4422,Varför ska du inte ta bort ett bi-stick med en pincett?,DESC:reason,0,5
4423,Vilket college spelade Dikembe Mutombo basket för?,HUM:gr,5,29
4424,Varför kom européerna först till Australien och Oceanien?,DESC:reason,0,5
4425,Vad sa den konfedererade konstitutionen om slaveri?,DESC:desc,0,3
4426,Hur lång tid tar det Vintergatan att göra en rotation?,NUM:period,3,45
4427,Hur många äger husdjur?,NUM:count,3,38
4428,Vilka webbplatser är länkade till rapporten om Genesis Eldercare?,LOC:other,4,35
4429,Vad är en rädsla för löss?,ENTY:dismed,2,11
4430,Hur lång tid tar det för olika material att brytas ner?,NUM:period,3,45
4431,Hur många färger finns det i en regnbåge?,NUM:count,3,38
4432,Vad hette Darth Vaders son?,HUM:ind,5,30
4433,Vilka problem bidrog till den höga felfrekvensen för slättbönder på 1800-talet?,DESC:reason,0,5
4434,Vilken brittisk kvinnlig popsångstjärna på 1960- och början av 1970-talet var barnskådespelerska på 1940- och 50-talet?,HUM:ind,5,30
4435,Var ligger McCarren Airport?,LOC:other,4,35
4436,Hur effektivt är kondomer när det gäller att skydda mot aids?,DESC:manner,0,4
4437,"Vilken del av Storbritannien består av höglandet, centrala låglandet och södra höglandet?",LOC:other,4,35
4438,Hur många Marx Brothers var det?,NUM:count,3,38
4439,Hur hög är Matterhorn?,NUM:dist,3,40
4440,Vilket land är stolt över att göra anspråk på Volcano National Park?,LOC:country,4,33
4441,När föddes Babe Ruth?,NUM:date,3,39
4442,Vem porträtterade fältmarskalk Erwin Rommel i The Desert Fox?,HUM:ind,5,30
4443,Vilket TV-frågesportprogram lämnade sändning 1975 till tonerna av Vera Lynns We'll Meet Again?,ENTY:cremat,2,9
4444,Vilken riktning kastar de flesta baseballkastare mot?,LOC:other,4,35
4445,Hur många Beanie Baby-webbplatser finns det?,NUM:count,3,38
4446,Hur kan jag ringa en vän i ett annat land när jag inte kan telefonnumret?,DESC:manner,0,4
4447,Vad är 55 gånger sötare än rörsocker?,ENTY:food,2,13
4448,Var bryts diamanter?,LOC:other,4,35
4449,Hur får de Teflon att hålla sig till pannan?,DESC:manner,0,4
4450,Hur mycket pengar stal Marcos från deras land?,NUM:money,3,41
4451,"Vem gör ""cross-your-heart behå""?",HUM:ind,5,30
4452,Vem är Archie Bunkers svärson?,HUM:ind,5,30
4453,Vilket företag producerar Spumante?,HUM:gr,5,29
4454,Vad är musikens ursprung?,DESC:desc,0,3
4455,"Vad betyder ""BYOB""?",ABBR:exp,1,1
4456,Vilket större flygbolag har världens bästa säkerhetsrekord?,HUM:gr,5,29
4457,Vilken president blev överdomare efter sitt presidentskap?,HUM:ind,5,30
4458,Hur många innings utgör ett officiell basebollmatch?,NUM:count,3,38
4459,Vilken stad har en tidning som heter The Plain Dealer?,LOC:city,4,32
4460,Vilken amerikansk stat skryter med Leif Ericson Park?,LOC:state,4,36
4461,Hur många smaker erbjuder Baskin & Robbins?,NUM:count,3,38
4462,Vem var chefsingenjör för Starship Enterprise?,HUM:ind,5,30
4463,Hur relaterar överhörning till InSb-tjocklek i infraröda detektorer?,DESC:manner,0,4
4464,Vilken borgmästare gjorde så många TV-framträdanden att han blev ombedd att gå med i AFTRA 1984?,HUM:ind,5,30
4465,Vilken typ av ubåt köptes nyligen av Sydkorea?,ENTY:veh,2,26
4466,Hur mycket i miles är tio K?,NUM:count,3,38
4467,När föddes Beethoven?,NUM:date,3,39
4468,Vem är den mest sexiga kändisen?,HUM:ind,5,30
4469,Vilken detektiv bor på Punchbowl Hill och har 11 barn?,HUM:ind,5,30
4470,Var har ukulele sitt ursprung?,LOC:other,4,35
4471,Tidigare tillverkades roterande motorer av vem?,HUM:ind,5,30
4472,Vad betyder seccession?,DESC:def,0,2
4473,Vem porträtterade titelpersonen i filmen The Day of the Jackal?,HUM:ind,5,30
4474,Vad heter bukten mellan Sverige och Finland?,LOC:other,4,35
4475,Vem var den första X-mannen att dö i strid?,HUM:ind,5,30
4476,Hur blir vädret idag?,DESC:desc,0,3
4477,Vem är Ghanas president?,HUM:ind,5,30
4478,Vilket kön nekas rösträtt i Kuwait?,ENTY:other,2,17
4479,Vilka två länder ligger Andorra inbäddat mellan?,LOC:country,4,33
4480,Hur länge sedan var beslutet Roe vs. Wade av högsta domstolen?,NUM:period,3,45
4481,Vilken terroristgrupp leddes av Donald DeFreeze?,HUM:gr,5,29
4482,Vilka är de fyra största bergskedjorna i det kontinentala USA?,LOC:mount,4,34
4483,Hur stor är studentkroppen vid University of Massachusetts i Amherst?,NUM:other,3,43
4484,Hur kan jag bestämma radien på en ellips?,DESC:manner,0,4
4485,Vem spelade i filmen The War of the Worlds?,HUM:ind,5,30
4486,Hur många olika typer av glass finns det?,NUM:count,3,38
4487,"Vilken skådespelare, som hade störst berömmelse på TV, blev far till trillingar?",HUM:ind,5,30
4488,Vad är Homelite Inc.-hemsidan?,LOC:other,4,35
4489,Vad är den gyllene regeln?,DESC:def,0,2
4490,Vad är en film som Kevin Costner gjorde om Sioux Indians?,ENTY:cremat,2,9
4491,Vad hade miljontals barn på huvudet 1955?,ENTY:other,2,17
4492,Hur påverkar färg psykologiskt en person?,DESC:manner,0,4
4493,Vad är Columbia Tristars telefonnummer?,NUM:code,3,37
4494,Vilken typ av djur är det enklaste husdjuret som finns?,ENTY:animal,2,6
4495,Vad är ljud?,DESC:def,0,2
4496,"Vad hette hästen som föll på drottning Elizabeth, prins Alberts fru?",ENTY:animal,2,6
4497,Vilka är de nuvarande invandringslagarna i USA?,DESC:desc,0,3
4498,Vilka var de fem inledande orden på Ben Casey?,ENTY:word,2,27
4499,Varför står det på barns hostmedicin att inte köra bil medan du använder detta läkemedel?,DESC:reason,0,5
4500,Vilken hårfärg kan jag använda för att bara täcka lite grått?,ENTY:color,2,8
4501,Var föddes Tesla?,LOC:other,4,35
4502,Vad gör Larry King för att försörja sig?,HUM:title,5,31
4503,Vem sköt Lee Harvey Oswald?,HUM:ind,5,30
4504,När dog Jaco Pastorius?,NUM:date,3,39
4505,Vilken blodsport har en rörelse som kallas veronica?,ENTY:sport,2,21
4506,"Vad skapade termen ""MiG Alley""?",ENTY:termeq,2,25
4507,Vad är det vanligaste gatunamnet i Amerika?,LOC:other,4,35
4508,Vad är skillnaden mellan khaki och chino?,DESC:desc,0,3
4509,Vad är oändlighetens ursprung?,DESC:desc,0,3
4510,Vilken legering bildar koppar och tenn?,ENTY:substance,2,22
4511,Vilka växter finns vid en mynning?,ENTY:plant,2,18
4512,Vilka är biverkningarna av mevacor?,DESC:desc,0,3
4513,Vilka är de fem högsta byggnaderna i världen?,LOC:other,4,35
4514,Colin Powell är mest känd för vilken prestation?,DESC:reason,0,5
4515,Vad hette datorn under 2001: A Space Odyssey?,ENTY:product,2,19
4516,Vem porträtterade Renaud i Casablanca?,HUM:ind,5,30
4517,Vilket land har problem med huliganer?,LOC:country,4,33
4518,Vilken planet upptäckte Percival Lovell?,LOC:other,4,35
4519,Hur ofta byts hjärnceller ut?,NUM:count,3,38
4520,Hur mycket spenderade Merkurius på reklam 1993?,NUM:money,3,41
4521,Vilken typ av raket sköt upp rymdskeppet Surveyor?,ENTY:veh,2,26
4522,Vilket land innehåller den västligaste punkten i Sydamerika?,LOC:country,4,33
4523,Vad försökte abolitionister sluta?,ENTY:other,2,17
4524,Vad är den amerikanska dollars motsvarighet för 8 pund i Storbritannien?,NUM:count,3,38
4525,Varför ska cigarettrökning förbjudas?,DESC:reason,0,5
4526,Vilket år dog Charles Dicken?,NUM:date,3,39
4527,Vilken DH Lawrence-roman fick ursprungligen titeln Tenderness?,ENTY:cremat,2,9
4528,Vilken rockgrupp gjorde kaos i Vita huset genom att sjunga American Woman?,HUM:gr,5,29
4529,Vad är en rädsla för natt eller mörker?,ENTY:dismed,2,11
4530,Vad är ursprunget till namnet av rockbandet Led Zeppelin?,DESC:desc,0,3
4531,Hur var Lawrence?,DESC:manner,0,4
4532,Hur vet jag om jag är gravid?,DESC:manner,0,4
4533,När lämnade de sista amerikanerna Vietnam?,NUM:date,3,39
4534,Vilken berömd clown uppträdde i en tidig Howdy Doody Show och insisterade på att Clarabell skulle göras till en riktig clown?,HUM:ind,5,30
4535,"Vilken grupp bildades 1969 efter att polisen mötte motstånd från beskyddare på Stonewall, en gaybar i Greenwich Village?",HUM:gr,5,29
4536,Vem var Confucius?,HUM:desc,5,28
4537,Vilken snackmat har åsar?,ENTY:food,2,13
4538,Vilket är det mest populära fyrspelarspel genom tiderna?,ENTY:sport,2,21
4539,Vad betyder namnet Tatiana?,DESC:def,0,2
4540,Hur många människor dog när Estland sjönk 1994?,NUM:count,3,38
4541,Vilken stad i södra Kalifornien är uppkallad efter en karaktär som blev känd av Edgar Rice Burroughs?,LOC:city,4,32
4542,Hur många färger finns det i en regnbåge?,NUM:count,3,38
4543,Vad är chickadeeens livsmiljö?,LOC:other,4,35
4544,Vilket läkemedel används ofta för att behandla AIDS-patienter?,ENTY:dismed,2,11
4545,Vilken av de fem sinnena utvecklas först?,ENTY:other,2,17
4546,Var kom namnet rotöl från?,DESC:desc,0,3
4547,Vad är startpunkten för bestigningar av Mount Everest?,LOC:city,4,32
4548,Vad är en paleontologs genomsnittliga lön?,NUM:money,3,41
4549,Var ligger världens största postkontorsbyggnad?,LOC:other,4,35
4550,Vem är för närvarande den mest populära sångaren i världen?,HUM:ind,5,30
4551,Vem var det första djuret i rymden?,ENTY:animal,2,6
4552,Vilket är det rätta sättet att montera en rulle toalettpapper?,ENTY:techmeth,2,24
4553,Vilken Jules Verne-roman innehåller forskare som hålls fångna i ubåten Nautilus?,ENTY:cremat,2,9
4554,Varför kallas Rush's 2112 för 2112?,DESC:reason,0,5
4555,Vad är statsmottot i Kalifornien?,DESC:desc,0,3
4556,Vilken funktion har homeostas på existensen av en organism?,DESC:reason,0,5
4557,Vilket företag började med att tillverka pajer och slutade med tillverkning av plastleksaker?,HUM:gr,5,29
4558,Vad betyder förkortningen HLR?,ABBR:exp,1,1
4559,Vad heter det judiska alfabetet?,ENTY:termeq,2,25
4560,Vilka är de baltiska staterna?,DESC:def,0,2
4561,Hur många utrotningshotade arter finns det i världen?,NUM:count,3,38
4562,Vilken stor amerikansk stad hade den högsta mordprocenten år 1988?,LOC:city,4,32
4563,"Vem var bandledarmentorn för Ella Fitzgerald med vilken hon skrev ""A-Tisket, A-Tasket""?",HUM:ind,5,30
4564,Vem uppfann basket?,HUM:ind,5,30
4565,Hur har TV påverkat vårt samhälle?,DESC:manner,0,4
4566,När var det sista stora utbrottet av Mount St. Helens?,NUM:date,3,39
4567,Vad hette Humphrey Bogarts klubb i Casablanca?,HUM:gr,5,29
4568,Vilken amerikansk myndighet registrerar varumärken?,HUM:gr,5,29
4569,Vad är osmos?,DESC:def,0,2
4570,Vilket format var VHSs stora konkurrent?,ENTY:other,2,17
4571,Vilken hockeyspelare skämtade Ronald Reagan om att han skulle byta Texas mot?,HUM:ind,5,30
4572,Vad är världens dödligaste infektionssjukdom?,ENTY:dismed,2,11
4573,Vilken smittsam sjukdom är världens dödligaste?,ENTY:dismed,2,11
4574,"Vilken president begravdes i sitt förfäders hem med utsikt över Hudson River i Hyde Park, New York?",HUM:ind,5,30
4575,Hur mycket såldes den första Barbie-dockan för år 1959?,NUM:money,3,41
4576,Vilket land var general Douglas McArthur i när han återkallades av president Truman?,LOC:country,4,33
4577,Vilka är de fem mest populära Usenet-grupperna?,HUM:gr,5,29
4578,Vilka är de sju dödssynderna?,DESC:desc,0,3
4579,"Vad är latitud och longitud för El Paso, Texas?",NUM:other,3,43
4580,Vad betyder namnet Melissa?,DESC:def,0,2
4581,Vad är snöns natur och hur skiljer sif formandet av snö sig från formandet av is?,DESC:desc,0,3
4582,Hur många huvudskador uppkommer från fritidsskridskoåkning varje år?,NUM:count,3,38
4583,En normal mänsklig graviditet varar hur många månader?,NUM:count,3,38
4584,Vilken typ av idrottslag är Buffalo Sabres?,ENTY:sport,2,21
4585,Vilket ogenomträngligt system med franska befästningar byggdes längs den tyska gränsen före andra världskriget?,ENTY:other,2,17
4586,Vad är nya datorspel för Windows 95 eller 98?,ENTY:sport,2,21
4587,Vem tämjde den vilda kalkonen?,HUM:ind,5,30
4588,Hur kan jag få någons telefonnummer om jag bara har deras skärmnamn?,DESC:manner,0,4
4589,Vilket europeiskt lopp ser vinnaren av sin bergsetapp tilldelad en tröja med stora röda prickar?,ENTY:sport,2,21
4590,Vilket land kommer Ileana Cotrubas från?,LOC:country,4,33
4591,Vad är mottot för pojkscouterna?,DESC:desc,0,3
4592,Vilka två europeiska länder förenas Gran San Bernardo Pass?,LOC:country,4,33
4593,Vilken film regisserade Steven Spielberg 1975?,ENTY:cremat,2,9
4594,Vilken typ av varelser är Kanarieöarna uppkallade efter?,ENTY:animal,2,6
4595,Vad hette den amerikanska helikopterpiloten som sköts ned över Nordkorea?,HUM:ind,5,30
4596,"Vad är en manlig ""cuckquean""?",DESC:def,0,2
4597,"Vilka är de faktorer som leder till den höga tonårsgraviditetsgraden i Spartanburg, South Carolina?",DESC:reason,0,5
4598,"Namnge designern av skon som skapade miljontals plastimitationer, så kallade geléer.",HUM:ind,5,30
4599,Vad står RCA för?,ABBR:exp,1,1
4600,Varför kallas glassgrytor grytor?,DESC:reason,0,5
4601,Vad är singular av tärningar?,ENTY:word,2,27
4602,Vem är Olive Oyls bror?,HUM:ind,5,30
4603,"Vilken 12-timmars förkylningsmedicin använder formeln ""6, 6, 12"" i sina annonser?",ENTY:dismed,2,11
4604,Vilken var den första videon som någonsin gjorts?,ENTY:cremat,2,9
4605,Vad är trollsländornas favoritmat?,ENTY:food,2,13
4606,Vilken kung bojkottade prins Charles bröllop?,HUM:ind,5,30
4607,Vad gör Nicholas Cage för att försörja sig?,HUM:title,5,31
4608,Vad var smeknamnet på modellen Leslie Hornby?,HUM:ind,5,30
4609,Var ligger Taj Mahal?,LOC:other,4,35
4610,Vad är utmärkande för en palmipeds fötter?,DESC:desc,0,3
4611,År 1309 tvingades påvens domstol flytta från Rom till vart?,LOC:other,4,35
4612,Vad är veckans första dag?,NUM:date,3,39
4613,Vad är gulasch?,DESC:def,0,2
